raf,mek,plc,pip2,pip3,erk,akt,pka,pkc,p38,jnk
92.20 ,63.80 ,34.60 ,21.10 ,8.43 ,1.00 ,7.43 ,155.00 ,10.60 ,8.98 ,37.50 
28.90 ,20.70 ,104.00 ,519.00 ,88.20 ,25.00 ,35.50 ,426.00 ,51.40 ,106.00 ,179.00 
52.80 ,30.20 ,27.60 ,29.40 ,17.60 ,12.90 ,25.90 ,594.00 ,97.30 ,129.00 ,32.20 
23.90 ,12.20 ,22.70 ,27.10 ,5.33 ,57.80 ,75.00 ,547.00 ,21.30 ,34.90 ,42.60 
13.60 ,14.10 ,9.91 ,3.89 ,8.51 ,10.20 ,19.60 ,474.00 ,15.40 ,22.10 ,33.70 
25.70 ,9.65 ,23.30 ,31.60 ,14.10 ,54.20 ,113.00 ,2167.00 ,7.04 ,30.00 ,34.60 
22.50 ,14.10 ,75.00 ,588.00 ,71.70 ,23.70 ,42.20 ,505.00 ,7.10 ,17.00 ,4.22 
107.00 ,92.20 ,142.00 ,667.00 ,115.00 ,10.40 ,22.50 ,799.00 ,97.30 ,131.00 ,23.50 
8.43 ,8.74 ,31.60 ,267.00 ,40.00 ,6.15 ,13.50 ,483.00 ,62.60 ,96.50 ,50.50 
25.50 ,15.80 ,30.00 ,35.50 ,28.90 ,43.70 ,69.20 ,1811.00 ,6.44 ,24.40 ,47.00 
80.60 ,57.80 ,7.23 ,165.00 ,15.50 ,5.09 ,8.90 ,346.00 ,11.20 ,21.10 ,33.40 
55.20 ,31.30 ,16.50 ,19.50 ,7.10 ,22.70 ,44.50 ,1055.00 ,25.90 ,44.50 ,59.90 
65.50 ,34.30 ,21.50 ,80.60 ,4.33 ,25.70 ,30.80 ,542.00 ,53.30 ,118.00 ,155.00 
19.50 ,10.90 ,122.00 ,453.00 ,73.00 ,5.23 ,27.60 ,655.00 ,20.50 ,24.80 ,38.20 
28.40 ,9.82 ,18.60 ,198.00 ,17.80 ,93.10 ,154.00 ,1762.00 ,57.80 ,113.00 ,153.00 
16.70 ,14.70 ,24.10 ,55.20 ,30.20 ,20.40 ,30.50 ,626.00 ,5.19 ,20.40 ,31.30 
118.00 ,89.80 ,22.70 ,19.50 ,7.04 ,32.20 ,38.20 ,583.00 ,20.40 ,34.90 ,48.70 
22.90 ,11.40 ,122.00 ,337.00 ,50.50 ,6.61 ,41.80 ,626.00 ,11.50 ,31.90 ,51.90 
34.60 ,17.60 ,6.61 ,165.00 ,13.20 ,30.20 ,89.80 ,2091.00 ,15.10 ,33.40 ,56.70 
51.90 ,40.00 ,13.50 ,168.00 ,5.99 ,25.50 ,39.60 ,1346.00 ,21.10 ,32.80 ,12.90 
18.10 ,8.98 ,40.00 ,59.40 ,18.60 ,7.50 ,21.10 ,400.00 ,16.70 ,35.50 ,37.20 
15.80 ,25.70 ,13.80 ,24.10 ,10.60 ,53.80 ,74.30 ,538.00 ,8.43 ,32.20 ,28.40 
16.10 ,18.40 ,25.90 ,44.90 ,33.70 ,19.60 ,40.30 ,528.00 ,38.50 ,92.20 ,172.00 
17.00 ,31.10 ,24.40 ,18.10 ,9.47 ,17.50 ,35.20 ,562.00 ,23.70 ,57.30 ,66.70 
17.90 ,8.20 ,10.80 ,32.20 ,6.98 ,21.50 ,50.90 ,396.00 ,9.22 ,25.50 ,38.50 
33.40 ,19.80 ,17.00 ,20.50 ,6.26 ,29.20 ,43.30 ,284.00 ,1.00 ,11.40 ,33.40 
40.70 ,18.30 ,22.70 ,26.90 ,4.87 ,20.40 ,41.00 ,858.00 ,18.80 ,34.60 ,30.20 
17.20 ,14.70 ,24.10 ,34.30 ,10.60 ,36.50 ,47.40 ,313.00 ,8.51 ,38.90 ,47.40 
16.50 ,7.91 ,14.70 ,17.80 ,7.50 ,9.56 ,15.50 ,491.00 ,16.10 ,73.70 ,79.10 
23.30 ,16.30 ,26.40 ,30.80 ,10.50 ,15.30 ,26.40 ,777.00 ,26.20 ,33.10 ,39.60 
20.90 ,16.30 ,21.90 ,27.90 ,12.50 ,14.20 ,22.10 ,604.00 ,19.30 ,40.30 ,38.90 
67.90 ,53.30 ,22.10 ,22.30 ,8.58 ,46.10 ,53.30 ,500.00 ,21.70 ,35.90 ,49.10 
33.40 ,8.90 ,20.90 ,25.90 ,5.78 ,17.00 ,22.30 ,717.00 ,11.70 ,32.20 ,57.30 
21.30 ,7.91 ,4.78 ,12.40 ,4.70 ,14.20 ,36.20 ,649.00 ,6.38 ,22.90 ,38.20 
16.80 ,13.60 ,19.10 ,26.20 ,16.10 ,33.70 ,63.80 ,806.00 ,22.10 ,37.50 ,64.90 
19.60 ,17.20 ,38.50 ,286.00 ,24.60 ,17.00 ,26.90 ,583.00 ,6.73 ,34.60 ,32.80 
61.00 ,47.40 ,11.70 ,46.60 ,28.90 ,44.90 ,104.00 ,3368.00 ,15.80 ,27.90 ,51.90 
40.30 ,22.70 ,5.38 ,8.98 ,6.10 ,109.00 ,136.00 ,400.00 ,34.90 ,110.00 ,253.00 
28.90 ,20.00 ,15.30 ,21.70 ,3.79 ,93.90 ,130.00 ,1037.00 ,13.10 ,30.00 ,23.30 
21.30 ,16.40 ,14.10 ,22.90 ,2.59 ,25.90 ,42.90 ,311.00 ,1.78 ,75.70 ,5.52 
18.40 ,19.30 ,158.00 ,91.40 ,250.00 ,13.30 ,30.50 ,717.00 ,40.70 ,73.70 ,121.00 
59.40 ,19.10 ,9.14 ,121.00 ,26.90 ,60.40 ,131.00 ,1981.00 ,21.10 ,41.00 ,43.70 
17.80 ,3.43 ,18.40 ,28.90 ,18.10 ,64.90 ,137.00 ,2288.00 ,12.60 ,30.20 ,24.80 
18.30 ,17.00 ,21.90 ,18.90 ,4.57 ,4.66 ,3.79 ,91.40 ,16.40 ,39.20 ,49.10 
25.70 ,10.10 ,47.00 ,49.60 ,10.20 ,17.30 ,32.20 ,368.00 ,5.42 ,16.30 ,40.00 
80.60 ,52.80 ,16.10 ,10.30 ,3.68 ,63.80 ,84.30 ,523.00 ,24.80 ,46.60 ,63.20 
50.50 ,47.80 ,17.60 ,31.30 ,13.20 ,37.50 ,49.60 ,437.00 ,10.50 ,18.80 ,4.29 
77.70 ,61.00 ,4.49 ,3.13 ,7.10 ,18.60 ,36.20 ,487.00 ,16.40 ,26.90 ,42.60 
26.70 ,22.70 ,15.80 ,137.00 ,30.80 ,61.00 ,93.90 ,882.00 ,9.73 ,26.40 ,54.20 
19.50 ,2.41 ,12.60 ,158.00 ,12.10 ,9.22 ,20.40 ,806.00 ,23.50 ,32.80 ,36.50 
35.20 ,20.50 ,46.60 ,38.90 ,20.50 ,8.20 ,75.00 ,698.00 ,6.85 ,10.00 ,54.70 
30.00 ,17.30 ,1.51 ,5.73 ,1.01 ,4.83 ,17.30 ,466.00 ,53.30 ,72.30 ,65.50 
20.20 ,13.70 ,25.30 ,35.20 ,31.30 ,6.73 ,49.10 ,426.00 ,43.70 ,71.00 ,217.00 
19.80 ,22.10 ,3.37 ,5.33 ,6.21 ,40.00 ,50.90 ,578.00 ,84.30 ,153.00 ,215.00 
23.10 ,25.70 ,15.00 ,215.00 ,20.40 ,20.40 ,35.20 ,557.00 ,16.50 ,34.90 ,22.50 
14.60 ,10.90 ,10.90 ,21.50 ,17.50 ,19.50 ,27.90 ,770.00 ,7.30 ,17.00 ,69.80 
23.70 ,24.60 ,45.70 ,207.00 ,32.80 ,38.20 ,62.60 ,552.00 ,19.10 ,30.80 ,31.60 
26.40 ,12.30 ,26.40 ,17.60 ,1.00 ,86.60 ,143.00 ,1963.00 ,4.78 ,18.30 ,27.40 
22.70 ,21.10 ,30.50 ,29.70 ,17.50 ,33.70 ,46.10 ,437.00 ,51.40 ,146.00 ,213.00 
24.10 ,19.50 ,19.60 ,26.40 ,4.74 ,14.90 ,25.70 ,679.00 ,1.02 ,2.46 ,7.04 
6.15 ,17.50 ,24.40 ,26.70 ,4.57 ,19.60 ,32.20 ,557.00 ,15.10 ,33.40 ,50.50 
32.20 ,19.80 ,28.60 ,31.90 ,5.42 ,44.90 ,91.40 ,991.00 ,1.00 ,56.20 ,11.10 
75.70 ,86.60 ,20.20 ,80.60 ,20.70 ,3.68 ,15.70 ,1114.00 ,17.50 ,32.80 ,31.10 
42.90 ,34.00 ,67.30 ,250.00 ,39.20 ,9.73 ,21.30 ,583.00 ,77.70 ,150.00 ,146.00 
108.00 ,71.00 ,20.70 ,27.90 ,6.04 ,26.20 ,39.60 ,496.00 ,15.10 ,29.40 ,56.70 
11.00 ,18.60 ,12.60 ,269.00 ,17.60 ,15.40 ,28.10 ,487.00 ,8.90 ,20.90 ,32.50 
13.50 ,15.00 ,27.10 ,167.00 ,15.30 ,29.40 ,42.90 ,437.00 ,23.70 ,40.30 ,35.50 
21.10 ,10.00 ,27.60 ,28.10 ,8.06 ,8.51 ,20.00 ,757.00 ,16.70 ,16.70 ,45.30 
16.40 ,6.98 ,3.75 ,5.62 ,1.22 ,32.20 ,47.40 ,523.00 ,31.30 ,52.30 ,82.80 
63.20 ,59.40 ,22.70 ,57.30 ,12.50 ,54.20 ,77.00 ,340.00 ,41.80 ,75.00 ,85.80 
19.60 ,5.05 ,42.60 ,84.30 ,30.80 ,25.30 ,64.90 ,1778.00 ,7.70 ,22.30 ,61.00 
23.50 ,13.20 ,22.10 ,17.80 ,1.19 ,12.90 ,37.90 ,1762.00 ,22.90 ,25.30 ,51.90 
17.20 ,8.20 ,23.30 ,71.00 ,18.60 ,13.30 ,31.90 ,400.00 ,56.20 ,101.00 ,355.00 
9.39 ,41.40 ,4.53 ,13.30 ,8.82 ,63.80 ,106.00 ,1104.00 ,58.30 ,110.00 ,183.00 
20.20 ,19.60 ,29.20 ,35.90 ,4.53 ,22.50 ,29.70 ,500.00 ,10.00 ,25.90 ,53.30 
24.40 ,10.90 ,18.90 ,15.00 ,8.58 ,14.10 ,30.50 ,770.00 ,16.50 ,32.50 ,40.30 
16.70 ,9.73 ,22.70 ,34.90 ,23.90 ,6.26 ,19.60 ,982.00 ,12.00 ,21.50 ,26.20 
27.90 ,14.90 ,111.00 ,284.00 ,43.70 ,34.30 ,44.50 ,667.00 ,45.30 ,88.20 ,158.00 
20.90 ,12.10 ,21.30 ,92.20 ,6.73 ,2.04 ,14.20 ,334.00 ,46.60 ,69.80 ,125.00 
31.90 ,19.60 ,17.50 ,13.30 ,11.90 ,26.70 ,42.20 ,453.00 ,16.30 ,17.20 ,40.70 
16.00 ,8.13 ,16.50 ,17.20 ,14.10 ,34.30 ,60.40 ,418.00 ,10.50 ,26.40 ,32.80 
12.90 ,15.40 ,66.10 ,63.80 ,28.60 ,22.30 ,34.90 ,400.00 ,14.30 ,24.40 ,48.30 
34.60 ,12.90 ,21.90 ,20.90 ,5.94 ,18.30 ,27.60 ,621.00 ,9.31 ,26.20 ,37.50 
27.60 ,17.00 ,13.90 ,98.20 ,10.90 ,39.60 ,62.10 ,552.00 ,29.40 ,45.30 ,44.50 
65.50 ,34.00 ,14.70 ,13.80 ,5.38 ,26.20 ,44.50 ,717.00 ,13.90 ,36.50 ,52.30 
19.80 ,18.30 ,15.50 ,19.60 ,10.60 ,6.73 ,39.20 ,1611.00 ,11.00 ,37.90 ,59.40 
11.90 ,18.90 ,24.40 ,21.10 ,10.00 ,17.00 ,32.50 ,474.00 ,20.00 ,26.90 ,24.10 
9.65 ,12.30 ,20.40 ,12.10 ,1.00 ,42.90 ,59.90 ,632.00 ,30.80 ,48.30 ,45.70 
26.40 ,11.20 ,63.80 ,542.00 ,92.20 ,13.70 ,28.60 ,723.00 ,15.40 ,30.00 ,34.30 
34.00 ,12.00 ,77.00 ,292.00 ,47.80 ,37.50 ,84.30 ,1197.00 ,16.40 ,38.90 ,22.70 
29.20 ,29.70 ,24.60 ,15.50 ,3.62 ,5.00 ,8.13 ,991.00 ,19.60 ,37.50 ,17.80 
43.70 ,7.70 ,50.90 ,86.60 ,40.30 ,25.00 ,58.80 ,1540.00 ,17.80 ,31.90 ,62.60 
44.50 ,17.30 ,21.10 ,22.50 ,13.50 ,2.33 ,16.40 ,466.00 ,66.70 ,142.00 ,271.00 
25.70 ,40.00 ,19.50 ,17.90 ,11.50 ,34.30 ,74.30 ,2436.00 ,12.70 ,42.60 ,76.40 
73.70 ,62.60 ,20.90 ,12.60 ,3.72 ,17.90 ,30.80 ,649.00 ,8.82 ,23.50 ,13.70 
16.50 ,7.91 ,25.50 ,20.50 ,4.78 ,34.30 ,83.50 ,1640.00 ,11.30 ,27.10 ,34.00 
38.50 ,22.50 ,22.90 ,19.80 ,4.41 ,25.30 ,34.30 ,365.00 ,9.56 ,30.00 ,56.70 
30.50 ,15.80 ,29.40 ,129.00 ,28.60 ,103.00 ,163.00 ,1554.00 ,4.37 ,9.65 ,9.47 
36.20 ,35.50 ,29.20 ,46.10 ,14.70 ,16.00 ,25.30 ,403.00 ,17.80 ,45.30 ,51.90 
27.90 ,16.70 ,4.87 ,8.43 ,16.80 ,76.40 ,127.00 ,1395.00 ,17.50 ,25.50 ,29.20 
14.10 ,15.30 ,32.50 ,305.00 ,57.80 ,1.00 ,4.96 ,241.00 ,23.70 ,55.70 ,82.80 
41.80 ,26.20 ,23.10 ,26.20 ,4.61 ,2.09 ,18.40 ,362.00 ,13.70 ,29.20 ,20.90 
20.70 ,28.60 ,12.60 ,41.00 ,10.30 ,24.80 ,41.00 ,638.00 ,12.50 ,18.60 ,69.20 
16.40 ,18.40 ,21.70 ,13.90 ,6.26 ,24.60 ,36.50 ,644.00 ,13.60 ,37.50 ,57.80 
32.80 ,10.60 ,21.90 ,54.20 ,10.60 ,23.70 ,33.10 ,289.00 ,15.00 ,31.90 ,41.40 
111.00 ,107.00 ,13.10 ,17.80 ,6.79 ,20.70 ,34.90 ,757.00 ,11.50 ,22.10 ,38.50 
13.90 ,39.60 ,15.40 ,22.50 ,7.10 ,31.10 ,43.30 ,396.00 ,72.30 ,167.00 ,372.00 
85.10 ,64.40 ,6.85 ,13.70 ,5.47 ,32.80 ,63.20 ,1981.00 ,11.20 ,18.40 ,44.90 
68.50 ,63.80 ,26.20 ,23.30 ,3.79 ,5.00 ,8.51 ,547.00 ,23.90 ,41.00 ,52.80 
16.50 ,8.20 ,20.40 ,115.00 ,19.50 ,4.14 ,16.10 ,453.00 ,8.43 ,17.30 ,21.90 
12.90 ,15.40 ,23.70 ,14.90 ,3.82 ,62.60 ,127.00 ,3023.00 ,13.50 ,15.80 ,48.30 
11.70 ,14.50 ,21.50 ,13.60 ,10.60 ,69.20 ,108.00 ,2054.00 ,9.14 ,22.30 ,29.20 
13.70 ,37.50 ,18.60 ,23.90 ,7.30 ,63.80 ,108.00 ,638.00 ,6.38 ,16.80 ,17.90 
22.70 ,11.80 ,22.10 ,23.30 ,9.39 ,107.00 ,274.00 ,3460.00 ,18.60 ,36.80 ,28.60 
20.00 ,13.10 ,25.90 ,94.70 ,10.90 ,35.50 ,63.20 ,1155.00 ,11.00 ,24.80 ,45.30 
13.20 ,13.30 ,8.82 ,24.60 ,25.00 ,2.57 ,15.70 ,449.00 ,29.70 ,55.20 ,66.10 
9.39 ,19.10 ,53.30 ,105.00 ,35.50 ,66.70 ,118.00 ,1946.00 ,12.60 ,28.90 ,23.50 
47.00 ,32.20 ,41.00 ,253.00 ,36.50 ,5.38 ,26.20 ,514.00 ,13.70 ,26.40 ,34.30 
25.50 ,8.98 ,93.90 ,649.00 ,107.00 ,30.20 ,37.90 ,505.00 ,28.90 ,53.80 ,41.80 
66.10 ,20.40 ,10.60 ,176.00 ,17.00 ,51.40 ,77.70 ,491.00 ,26.90 ,42.20 ,46.60 
6.92 ,6.32 ,24.60 ,16.70 ,6.26 ,13.30 ,14.60 ,474.00 ,7.57 ,50.50 ,77.00 
88.20 ,61.50 ,21.70 ,26.70 ,5.73 ,87.40 ,158.00 ,2788.00 ,17.00 ,19.50 ,50.00 
14.70 ,21.90 ,1.18 ,5.78 ,11.20 ,7.77 ,13.00 ,552.00 ,22.70 ,32.50 ,55.20 
9.91 ,21.70 ,19.80 ,18.90 ,7.10 ,33.40 ,50.90 ,533.00 ,19.60 ,42.90 ,44.90 
52.30 ,30.80 ,15.10 ,68.50 ,1.96 ,96.50 ,132.00 ,422.00 ,9.56 ,8.74 ,30.50 
46.60 ,31.90 ,1.00 ,1.01 ,9.06 ,2.57 ,27.90 ,478.00 ,10.10 ,35.90 ,52.80 
98.20 ,56.20 ,12.40 ,200.00 ,18.60 ,38.90 ,60.40 ,784.00 ,18.90 ,20.70 ,38.50 
16.30 ,9.39 ,25.70 ,11.90 ,1.91 ,150.00 ,225.00 ,2308.00 ,18.10 ,33.70 ,25.30 
14.70 ,10.10 ,7.50 ,66.70 ,3.40 ,18.30 ,38.50 ,1055.00 ,9.47 ,43.30 ,67.30 
9.91 ,13.50 ,33.10 ,57.30 ,21.30 ,11.80 ,29.20 ,594.00 ,15.30 ,26.70 ,56.70 
22.30 ,10.40 ,16.50 ,17.30 ,14.70 ,25.50 ,22.30 ,253.00 ,34.90 ,74.30 ,106.00 
14.20 ,10.50 ,46.60 ,302.00 ,63.80 ,25.30 ,38.50 ,392.00 ,19.30 ,44.10 ,53.80 
28.40 ,32.80 ,28.90 ,35.20 ,11.90 ,106.00 ,181.00 ,1747.00 ,6.26 ,24.60 ,44.90 
13.10 ,27.40 ,15.80 ,29.70 ,10.70 ,5.73 ,16.30 ,457.00 ,13.10 ,32.50 ,57.30 
53.80 ,7.77 ,24.10 ,49.10 ,4.18 ,24.60 ,34.00 ,457.00 ,7.30 ,26.90 ,75.00 
21.30 ,15.10 ,16.30 ,23.90 ,4.61 ,44.10 ,62.60 ,632.00 ,37.20 ,67.30 ,150.00 
6.67 ,6.21 ,22.90 ,34.90 ,1.53 ,27.10 ,38.20 ,474.00 ,13.00 ,17.90 ,37.90 
26.40 ,11.30 ,11.10 ,29.20 ,10.60 ,1.00 ,3.25 ,305.00 ,73.00 ,157.00 ,237.00 
21.30 ,14.20 ,22.30 ,47.00 ,20.70 ,132.00 ,196.00 ,1310.00 ,11.10 ,21.10 ,58.80 
22.50 ,30.80 ,24.40 ,18.30 ,13.00 ,30.80 ,43.30 ,352.00 ,11.00 ,16.70 ,34.00 
31.60 ,13.90 ,14.10 ,21.70 ,1.00 ,7.91 ,23.70 ,615.00 ,18.40 ,42.20 ,121.00 
12.40 ,4.70 ,14.30 ,75.70 ,7.91 ,10.30 ,33.40 ,799.00 ,2.46 ,6.55 ,33.70 
61.00 ,14.30 ,6.32 ,229.00 ,19.30 ,9.14 ,12.30 ,528.00 ,15.50 ,24.80 ,35.90 
16.00 ,8.82 ,15.30 ,58.80 ,18.10 ,36.50 ,52.80 ,375.00 ,17.20 ,30.00 ,39.20 
77.70 ,105.00 ,20.50 ,126.00 ,10.10 ,19.50 ,33.40 ,496.00 ,12.00 ,15.70 ,52.80 
62.60 ,49.10 ,27.10 ,20.70 ,6.85 ,15.00 ,36.50 ,806.00 ,8.74 ,31.30 ,71.70 
21.10 ,17.30 ,4.37 ,1.89 ,2.71 ,14.10 ,30.50 ,610.00 ,15.30 ,33.10 ,50.50 
17.20 ,14.10 ,16.00 ,37.20 ,12.10 ,16.50 ,29.70 ,514.00 ,13.50 ,33.40 ,33.40 
43.30 ,26.20 ,23.30 ,16.00 ,3.16 ,40.30 ,58.80 ,588.00 ,10.40 ,28.60 ,57.30 
6.32 ,10.10 ,25.00 ,17.30 ,1.37 ,3.55 ,21.70 ,509.00 ,8.66 ,25.30 ,48.30 
13.80 ,17.00 ,9.47 ,259.00 ,20.40 ,32.80 ,48.30 ,528.00 ,21.90 ,34.00 ,52.30 
25.70 ,7.64 ,48.70 ,389.00 ,59.90 ,10.30 ,29.40 ,649.00 ,10.00 ,20.50 ,30.00 
14.90 ,10.10 ,24.40 ,17.90 ,8.13 ,16.50 ,22.50 ,547.00 ,13.10 ,30.00 ,41.40 
22.30 ,5.94 ,57.80 ,505.00 ,75.70 ,11.10 ,20.90 ,777.00 ,10.50 ,16.50 ,19.60 
14.10 ,10.10 ,32.80 ,47.40 ,14.70 ,14.30 ,55.20 ,3023.00 ,13.10 ,30.00 ,38.50 
37.50 ,20.40 ,14.10 ,215.00 ,27.40 ,17.90 ,22.50 ,743.00 ,14.50 ,46.10 ,40.00 
17.30 ,8.66 ,22.70 ,33.10 ,16.70 ,45.30 ,48.70 ,453.00 ,16.50 ,43.30 ,60.40 
17.90 ,16.30 ,52.80 ,279.00 ,27.10 ,30.20 ,45.30 ,449.00 ,10.60 ,35.20 ,48.30 
22.90 ,27.10 ,8.82 ,27.40 ,9.31 ,10.40 ,23.30 ,644.00 ,16.10 ,16.40 ,37.90 
21.10 ,13.30 ,47.40 ,10.70 ,56.20 ,54.20 ,101.00 ,1346.00 ,5.33 ,59.40 ,6.79 
13.20 ,18.60 ,19.60 ,21.90 ,3.05 ,31.60 ,42.60 ,349.00 ,62.60 ,123.00 ,229.00 
19.60 ,29.40 ,57.80 ,573.00 ,62.10 ,18.30 ,28.60 ,644.00 ,13.60 ,37.50 ,44.50 
10.60 ,11.30 ,21.70 ,15.10 ,6.26 ,8.90 ,86.60 ,3429.00 ,32.80 ,63.20 ,107.00 
12.50 ,15.80 ,38.20 ,211.00 ,27.60 ,8.51 ,24.10 ,1540.00 ,16.50 ,31.10 ,31.90 
13.90 ,11.00 ,26.20 ,24.80 ,2.02 ,16.50 ,27.60 ,679.00 ,10.40 ,22.10 ,61.00 
22.10 ,5.28 ,23.70 ,36.20 ,11.40 ,10.70 ,22.30 ,449.00 ,10.40 ,25.00 ,36.20 
13.90 ,5.33 ,25.50 ,16.70 ,7.10 ,23.30 ,51.40 ,1114.00 ,11.50 ,15.30 ,17.50 
22.10 ,20.00 ,6.98 ,16.80 ,18.10 ,28.40 ,46.60 ,359.00 ,16.10 ,42.60 ,122.00 
59.40 ,51.40 ,29.40 ,349.00 ,39.20 ,38.90 ,53.80 ,528.00 ,16.70 ,37.20 ,33.70 
18.40 ,8.35 ,19.60 ,24.10 ,3.96 ,19.50 ,35.90 ,858.00 ,3.25 ,77.70 ,9.65 
34.30 ,34.30 ,16.10 ,67.30 ,17.30 ,44.90 ,54.70 ,362.00 ,4.91 ,8.35 ,31.30 
13.90 ,15.50 ,7.43 ,16.40 ,11.40 ,23.50 ,43.30 ,396.00 ,13.50 ,33.70 ,61.50 
22.50 ,14.30 ,17.50 ,131.00 ,26.40 ,93.10 ,147.00 ,1794.00 ,12.10 ,42.90 ,25.50 
28.40 ,31.90 ,24.60 ,29.40 ,2.69 ,28.40 ,42.60 ,461.00 ,22.10 ,40.30 ,50.00 
37.50 ,2.67 ,24.40 ,170.00 ,18.60 ,27.60 ,47.00 ,457.00 ,12.20 ,22.30 ,27.60 
21.70 ,16.70 ,17.30 ,18.80 ,13.90 ,61.00 ,100.00 ,1037.00 ,11.40 ,34.90 ,48.70 
14.90 ,11.90 ,21.50 ,22.90 ,11.20 ,48.30 ,79.90 ,514.00 ,53.80 ,109.00 ,164.00 
19.30 ,8.20 ,15.80 ,21.10 ,5.88 ,4.87 ,20.20 ,890.00 ,15.30 ,23.10 ,41.80 
26.70 ,31.60 ,6.79 ,19.80 ,6.15 ,67.30 ,115.00 ,1715.00 ,29.20 ,54.20 ,37.50 
17.00 ,13.50 ,15.00 ,337.00 ,34.60 ,25.70 ,42.60 ,368.00 ,26.40 ,48.30 ,46.10 
28.60 ,55.70 ,13.70 ,170.00 ,28.10 ,23.70 ,35.20 ,519.00 ,11.80 ,20.70 ,47.00 
12.30 ,9.47 ,17.30 ,13.60 ,15.40 ,33.40 ,57.80 ,437.00 ,16.70 ,26.90 ,68.50 
13.10 ,23.70 ,11.80 ,141.00 ,15.00 ,12.60 ,28.40 ,567.00 ,13.80 ,18.30 ,52.30 
31.60 ,22.70 ,20.50 ,127.00 ,16.10 ,15.50 ,29.40 ,491.00 ,12.90 ,38.50 ,36.50 
32.20 ,20.00 ,21.10 ,20.70 ,7.43 ,85.10 ,133.00 ,2129.00 ,9.22 ,25.00 ,53.80 
17.20 ,14.20 ,21.70 ,13.80 ,6.04 ,31.90 ,50.00 ,557.00 ,5.47 ,28.60 ,44.50 
8.98 ,6.21 ,20.70 ,13.70 ,12.90 ,42.60 ,62.10 ,542.00 ,14.30 ,22.70 ,51.40 
13.70 ,15.30 ,17.50 ,22.90 ,9.56 ,18.90 ,42.90 ,496.00 ,9.73 ,59.40 ,48.30 
64.90 ,38.20 ,50.50 ,269.00 ,44.90 ,11.80 ,17.50 ,496.00 ,13.90 ,31.60 ,40.70 
20.00 ,13.10 ,17.90 ,44.90 ,5.38 ,3.85 ,8.82 ,305.00 ,17.00 ,27.10 ,64.90 
11.90 ,20.90 ,11.10 ,2.94 ,29.40 ,3.28 ,21.50 ,514.00 ,9.82 ,17.80 ,29.70 
2.29 ,19.10 ,18.60 ,12.60 ,2.59 ,33.70 ,43.30 ,557.00 ,10.10 ,11.80 ,1.01 
61.50 ,34.00 ,3.55 ,9.22 ,8.58 ,21.70 ,42.90 ,866.00 ,8.98 ,23.50 ,28.10 
25.30 ,20.90 ,15.40 ,25.70 ,10.20 ,5.94 ,7.99 ,655.00 ,13.70 ,17.90 ,45.30 
27.10 ,14.90 ,15.50 ,24.40 ,12.70 ,21.90 ,35.50 ,355.00 ,96.50 ,130.00 ,37.20 
12.20 ,9.91 ,21.70 ,279.00 ,58.30 ,11.30 ,20.70 ,542.00 ,12.00 ,24.40 ,35.90 
49.10 ,35.20 ,25.70 ,37.50 ,10.00 ,5.23 ,12.10 ,813.00 ,10.00 ,21.70 ,45.70 
11.40 ,4.33 ,11.10 ,96.50 ,14.30 ,22.10 ,44.10 ,890.00 ,8.74 ,32.80 ,56.20 
20.70 ,9.06 ,23.50 ,20.40 ,4.61 ,57.80 ,82.00 ,922.00 ,52.30 ,80.60 ,111.00 
13.90 ,16.80 ,30.00 ,38.20 ,16.30 ,43.70 ,90.60 ,2207.00 ,41.80 ,76.40 ,157.00 
90.60 ,42.90 ,13.00 ,14.10 ,45.70 ,87.40 ,142.00 ,2503.00 ,20.20 ,36.50 ,58.80 
34.30 ,41.00 ,5.19 ,5.88 ,13.10 ,25.50 ,52.30 ,305.00 ,14.90 ,36.20 ,41.40 
17.60 ,12.00 ,10.70 ,16.00 ,3.89 ,155.00 ,267.00 ,3555.00 ,17.00 ,31.90 ,56.20 
18.80 ,20.00 ,3.22 ,322.00 ,37.20 ,64.40 ,88.20 ,1018.00 ,15.80 ,24.60 ,41.40 
16.00 ,14.50 ,16.50 ,175.00 ,18.40 ,29.40 ,38.20 ,300.00 ,17.50 ,41.40 ,57.80 
12.40 ,35.50 ,11.00 ,126.00 ,19.60 ,4.74 ,31.10 ,698.00 ,10.90 ,29.70 ,34.30 
23.30 ,14.50 ,20.70 ,276.00 ,24.80 ,19.10 ,77.00 ,1640.00 ,42.90 ,72.30 ,143.00 
7.77 ,19.50 ,42.90 ,302.00 ,55.70 ,3.72 ,16.50 ,615.00 ,12.10 ,18.60 ,27.10 
18.10 ,16.10 ,30.20 ,31.60 ,13.00 ,85.10 ,125.00 ,1241.00 ,24.60 ,49.60 ,46.60 
61.00 ,5.67 ,25.90 ,26.40 ,7.50 ,24.10 ,45.30 ,505.00 ,18.10 ,28.90 ,63.20 
26.70 ,16.40 ,21.70 ,29.40 ,4.00 ,16.00 ,22.10 ,509.00 ,67.90 ,151.00 ,349.00 
9.22 ,16.50 ,19.30 ,21.10 ,13.80 ,19.10 ,26.70 ,655.00 ,67.30 ,145.00 ,331.00 
39.60 ,16.30 ,32.80 ,33.10 ,7.70 ,62.60 ,93.90 ,1811.00 ,11.80 ,29.70 ,51.40 
157.00 ,74.30 ,32.50 ,54.70 ,13.80 ,32.20 ,49.10 ,858.00 ,13.10 ,38.90 ,57.80 
