raf,mek,plc,pip2,erk,akt,pka,pkc,p38,jnk,Class
34.6,18.8,54.2,313,16.1,34.3,704,1,13.7,8.06,1
4.96,12.6,47.8,57.8,3.43,19.1,655,19.5,42.9,62.6,1
28.4,31.9,59.4,257,6.26,17.2,382,10.5,18.9,57.3,1
69.8,50,20.7,19.5,59.4,104,337,34.3,72.3,139,0
32.2,21.3,104,519,45.7,61.5,1286,22.1,34.3,42.6,1
30,32.5,17,22.1,49.6,86.6,1124,23.1,40,47,0
40.7,19.5,1.26,1.07,77.7,81.3,279,7.7,13,64.9,0
22.1,17.2,33.1,14.6,26.9,27.4,433,25.5,62.6,231,0
23.3,12,55.2,262,12.3,59.9,3023,17,27.1,50.5,1
24.6,19.5,20.9,17.2,3.85,14.5,1208,11.4,15.7,77,0
73,93.9,27.9,29.7,89,132,1762,11.9,28.4,12.1,0
23.1,10.7,17.8,80.6,22.3,30.8,483,8.66,28.4,48.3,0
20.7,12.7,20.9,25.5,17.9,25,632,3.85,7.99,46.1,0
14.1,9.31,18.3,3.37,112,161,939,8.51,16.3,46.1,1
16.1,6.26,20.2,17.3,75,125,1894,19.1,37.5,63.8,0
22.1,15.8,21.3,32.2,3.85,22.3,328,1.47,7.23,48.7,0
44.9,45.7,16.1,16.8,29.2,94.7,1715,32.8,66.7,137,0
62.6,52.3,35.9,233,167,271,2207,6.85,12.2,44.1,1
45.3,62.6,21.3,17.5,65.5,95.6,1433,13,26.4,36.2,0
19.5,20.2,24.8,30.2,19.6,43.3,573,2.69,4.57,7.77,0
17.8,16.3,14.3,85.8,20.5,33.1,922,43.7,62.1,62.1,0
14.2,13.9,18.9,19.5,66.1,154,2329,18.6,40.7,68.5,0
77,43.3,53.3,284,56.2,110,1762,22.1,24.8,81.3,1
6.44,18.3,15.7,41.4,44.1,56.2,750,35.5,59.4,76.4,0
14.3,18.4,5.05,1.75,31.1,58.8,407,18.8,47,48.7,0
30.2,54.7,40,211,14.9,32.5,588,5.99,15,45.3,1
13.5,21.9,35.5,40.7,44.9,103,3460,1.18,18.6,58.3,0
93.9,52.3,30.8,31.3,74.3,137,1794,9.39,24.6,92.2,0
24.6,9.65,37.5,40.3,35.5,130,2763,36.8,49.6,59.9,1
19.8,11.7,23.5,16.7,3.37,19.3,470,13.7,31.1,56.7,0
30.2,19.8,24.4,19.8,50,72.3,673,37.2,62.1,91.4,0
18.1,23.7,7.77,41.8,42.9,54.2,538,10.6,47,81.3,1
13.8,13.2,32.5,46.6,104,172,1747,20.4,30.8,63.2,0
19.1,14.6,22.9,32.8,78.4,127,1596,13.6,29.4,30,0
20,16.3,26.7,176,106,168,2571,9.39,8.28,13.9,0
23.1,11.5,14.5,42.6,119,204,2480,58.3,67.3,13.2,1
25.3,28.6,18.3,61.5,18.4,24.1,717,6.73,66.1,132,0
25,20.5,31.1,445,40,57.8,359,11.8,20.4,55.7,1
17,7.04,21.7,24.4,33.1,44.1,750,13.5,37.9,37.9,0
29.7,22.3,20,17.2,121,219,1999,7.37,22.5,37.5,0
22.5,17.5,23.9,77.7,35.2,56.2,340,4.37,26.7,47.4,0
61,33.1,37.9,311,137,352,4698,47,85.8,157,1
17.3,10.1,28.1,27.9,44.9,66.1,403,7.17,23.7,42.9,0
129,109,41.8,161,5.09,15.1,644,16.3,39.2,88.2,1
21.3,16.4,21.1,22.5,3.46,25.3,578,7.17,36.2,48.3,0
91.4,41.4,24.8,319,17.9,30.5,956,18.6,34.3,79.1,1
14.7,22.3,27.6,35.9,9.39,20.5,382,1,12.9,13.8,0
19.3,10.1,5.38,4.1,7.77,17,982,9.22,24.8,49.6,0
28.4,21.7,38.2,170,29.7,39.6,692,9.22,17.5,69.2,1
72.3,76.4,17.9,15.5,63.2,109,947,25,82.8,205,0
6.55,10.2,16.8,22.9,82.8,113,679,14.5,20.7,59.9,0
12.5,5.23,69.8,131,21.7,31.3,414,10.2,74.3,3.59,1
32.8,18.3,23.5,23.1,53.8,85.1,610,10.5,35.5,53.3,0
19.1,10.3,20.5,78.4,26.2,35.2,505,6.15,17.9,54.7,1
24.6,11.8,30,30.8,32.8,48.3,362,3.19,3.19,50.9,0
16.8,13.6,75.7,123,6.44,37.9,1000,12.2,20.5,18.3,1
7.17,17,23.7,23.3,25.7,41,491,14.7,28.6,54.7,0
19.1,13.9,15.8,74.3,24.1,34.3,474,9.39,27.6,39.6,1
20.5,20.9,17.3,120,11.7,24.1,644,9.06,16.1,50.9,0
18.4,19.8,12.7,81.3,6.21,44.1,496,84.3,119,41,0
20.9,8.82,20.7,300,19.5,37.2,542,18.6,29.2,49.1,1
14.9,15,17.6,170,22.7,32.2,453,18.6,31.1,79.9,1
16.1,14.3,8.9,42.9,17,30.2,698,9.91,21.1,38.5,1
12.3,13.8,4.07,1.01,26.4,37.5,784,1.2,28.1,27.1,0
26.9,20.2,19.5,170,8.51,15.4,487,32.5,67.3,118,1
131,95.6,12.3,189,36.8,62.1,1084,22.1,33.7,69.8,0
62.1,71,8.9,4.45,4.41,17.3,655,60.4,146,209,0
30,10.3,26.7,22.1,11.3,21.1,552,5.42,13,34.3,0
52.8,39.2,17.2,161,4.83,20,410,8.66,19.3,29.7,1
75,52.8,42.2,259,20.4,41.4,692,17.8,58.3,60.4,1
32.2,14.3,25.3,24.4,9.56,29.2,1275,14.3,21.7,38.9,0
18.3,19.8,14.3,18.6,1.76,1.01,93.9,11.1,26.2,41.8,0
13.7,25.3,14.6,147,18.8,46.6,777,57.3,131,181,0
27.6,18.1,35.5,340,17.9,30,379,7.7,39.6,42.9,1
17,10.9,22.7,67.3,34,47.4,626,26.4,24.1,85.8,0
26.4,37.2,41.4,183,103,175,1395,15.7,29.7,59.9,1
19.8,20.4,21.9,25.5,67.9,104,407,1.35,28.1,47.8,0
7.23,38.9,90.6,418,26.9,36.8,262,7.37,16.7,35.5,1
145,88.2,21.3,30.8,158,264,3460,15,28.4,49.6,0
34.9,20.4,58.8,474,34.9,43.7,407,13,29.4,30.2,1
31.3,19.1,20.7,110,41,83.5,813,25.7,39.2,58.8,1
19.5,16.3,25.5,19.3,26.2,31.6,644,18.6,42.2,49.6,0
19.5,15.1,14.5,13.6,13.2,29.4,519,35.2,69.8,48.3,0
20.9,20.2,1,92.2,52.8,76.4,1186,17.9,23.5,48.3,0
22.1,11.8,8.58,10.1,22.7,33.7,491,20.5,16.1,53.3,0
25.7,11.4,21.7,19.5,4.1,25.5,340,10.6,13.6,50,0
30.8,20,36.5,48.7,43.7,66.7,1084,31.3,67.9,225,0
53.3,44.5,13.9,99.1,14.2,36.2,673,1,18.3,48.3,0
16.5,12.4,27.6,26.2,4.18,19.3,791,17.6,28.1,54.2,0
17.8,17,26.7,15.5,21.5,38.9,1065,5.73,30.5,12.3,0
73.7,39.6,25.7,30.5,54.7,81.3,604,31.6,55.2,111,0
95.6,65.5,158,392,17.2,36.5,514,57.3,133,188,1
56.7,50.5,17.9,209,3.25,27.1,264,10.5,15.1,56.2,0
32.8,6.85,47.4,368,36.8,54.7,626,23.1,30,63.2,1
24.6,33.4,10.6,64.4,9.22,45.7,730,10,25.3,30,0
24.6,17.5,27.9,18.1,14.9,26.9,496,40,55.2,85.1,1
27.9,9.91,117,514,57.8,90.6,1176,14.3,31.1,39.2,1
34.3,15.8,7.23,1.41,2.64,14.3,429,21.5,48.7,28.1,0
23.9,20.2,63.8,385,6.67,14.6,604,13.6,32.5,51.4,1
17.3,7.3,17.6,16,1.54,7.04,63.8,10.5,14.2,40.7,0
20.7,11.9,77.7,294,6.61,19.5,478,9.82,24.6,109,1
27.6,19.5,41.8,101,14.5,24.6,533,6.61,26.2,48.7,1
11.1,6.73,15.8,19.8,5.57,32.5,621,16.3,26.2,62.6,0
17.8,13.3,22.9,13.1,102,172,3338,6.73,27.1,54.2,0
13.6,13.9,24.4,23.1,41.8,61.5,704,13.9,28.9,37.2,0
6.32,12.3,22.5,27.4,4.87,16.8,368,21.7,28.6,68.5,0
15,20.7,25,24.6,106,176,3023,12.1,18.6,35.2,0
27.1,12.5,20.9,131,54.7,83.5,1075,22.3,36.5,118,1
11.2,7.17,20.2,20.7,31.1,44.9,470,18.8,50.9,89,0
31.1,38.5,20,20.9,4.33,21.7,562,13.8,43.3,77.7,0
77.7,154,25.3,20.9,8.28,34.9,931,17.3,43.7,58.3,0
18.8,23.7,37.9,42.2,32.5,38.5,449,4.53,6.61,7.23,0
21.1,21.5,21.7,26.4,23.7,37.5,349,47,124,31.6,0
28.6,18.8,14.5,17.9,30.5,43.7,422,11.8,40,52.8,0
59.9,44.9,25.9,155,13.3,23.7,478,15.4,44.1,46.1,1
17.9,5.88,19.3,14.6,13.9,26.2,610,20.5,21.1,44.5,0
45.7,26.9,65.5,250,21.1,44.5,638,15.1,21.1,53.3,1
38.5,21.5,21.9,23.1,26.7,44.1,500,14.2,33.1,52.3,0
81.3,77.7,31.3,21.3,20,35.5,466,8.82,25,42.6,0
12.1,7.57,18.9,22.3,5.14,22.1,626,3.85,16,26.9,0
167,101,93.1,470,67.9,117,1298,9.47,19.8,39.6,1
21.7,16.7,22.5,80.6,20.9,37.5,723,10.1,19.6,23.7,0
3.89,7.23,29.7,65.5,29.2,40.7,491,10.8,55.7,49.6,1
24.1,16.3,24.1,25,16.1,14.5,523,11.5,34,37.2,0
16.5,13.6,16.7,36.5,35.5,54.2,474,7.43,41,50.5,0
7.77,12.3,26.2,34.9,42.2,50,533,8.98,14.9,50.9,0
75.7,53.3,24.8,21.5,6.92,16.3,835,38.9,94.7,175,0
33.7,10.2,34,33.7,20.9,42.6,599,7.23,10.8,69.2,0
32.5,13.6,23.1,17.5,16.7,27.6,655,26.4,47,102,0
25.3,17.9,9.65,200,16,31.3,661,36.8,47.8,50,1
14.3,23.5,18.9,23.9,12.4,32.8,615,16.1,20.5,31.1,0
31.1,28.1,26.7,42.9,2.27,14.5,173,27.1,61,87.4,0
23.9,17.6,17.6,45.7,5.94,12.9,533,12.6,23.1,30.8,0
57.3,50.5,60.4,400,36.5,59.4,359,35.5,64.9,106,1
31.9,13.7,20.5,24.4,8.28,41,610,16,18.6,45.7,0
28.6,14.5,16.3,21.7,30.8,46.6,349,22.9,41.4,1.43,0
17.5,12.7,21.7,19.8,38.2,48.7,429,47.4,69.2,73,0
85.1,73.7,6.26,1,18.1,38.9,604,12.9,21.1,55.7,0
34,12.9,16.3,75,3.79,24.1,379,31.3,45.3,93.1,0
26.4,21.9,35.5,217,90.6,227,2072,11.3,37.9,29.2,1
21.1,13.5,4.78,15.1,4.53,28.6,389,14.3,20.4,47.8,1
17.8,9.22,14.3,20.7,25,35.9,365,22.3,29.7,24.4,0
21.1,17,22.3,26.7,24.1,28.6,538,11.5,27.1,34.3,0
26.7,11.2,29.7,29.2,16.4,22.3,594,5.83,28.4,19.5,0
16.5,19.3,17.5,34,57.8,123,1928,4.03,22.1,37.2,0
26.2,11.3,25.5,24.1,17.9,38.2,610,13.2,21.3,62.1,1
30.5,35.5,17.2,168,7.84,22.9,882,10.3,22.7,70.4,1
25.5,23.9,52.3,410,4.41,23.3,418,9.31,25,31.1,1
36.2,13.1,27.1,30.5,75,115,414,24.1,40,41.4,0
21.1,20.9,56.2,441,10.1,35.9,567,17.8,36.5,64.4,1
89.8,73,17.6,17.6,1.7,3.75,331,13.7,35.5,62.6,0
22.9,13.8,39.6,170,7.64,17.3,562,1.14,12.3,2.92,1
17.8,20.4,23.5,133,15,21.7,599,29.7,62.1,108,1
19.1,12.3,23.3,15,15,17.8,410,25.7,28.4,67.9,0
28.1,23.9,12.4,18.4,34.6,38.2,286,16.1,26.7,58.8,0
20.2,10.9,58.8,325,36.8,48.3,457,29.7,54.2,84.3,1
33.7,17.6,21.3,41.4,66.7,95.6,505,22.7,34.3,20.5,0
13.8,17.6,31.1,38.2,157,223,433,16,22.7,18.4,0
41.8,29.2,42.9,211,47,73,379,6.92,36.5,53.3,1
7.57,16,13.3,133,12.1,31.3,599,6.32,43.7,41.4,0
22.5,15,21.5,237,13.5,19.1,542,16.4,21.1,55.7,1
29.2,4.26,27.9,17.5,47.4,85.8,1230,11.2,20.9,39.2,0
16.8,18.1,11.1,55.7,41,54.7,325,15.1,27.6,16.3,0
31.6,20.4,30.2,29.2,3.68,11.4,615,3.55,36.8,75.7,0
23.3,8.13,14.5,15.3,17.6,20.7,692,18.1,44.5,61,0
46.6,30,38.5,96.5,9.65,27.1,673,54.7,82.8,149,1
30.8,19.8,45.7,113,13.3,33.4,491,10.1,25.5,37.9,0
25.9,15.1,24.1,170,26.4,42.2,557,18.1,30.2,24.6,0
42.9,23.9,18.9,23.5,2.86,22.3,483,13,34,49.6,0
69.8,37.9,15,337,6.32,61.5,392,41.8,71,57.3,1
13.9,20.2,32.8,48.3,17.3,33.4,505,15.7,36.8,41.4,0
22.1,19.1,20.9,16.1,149,269,3051,11.9,45.3,83.5,0
63.2,89,18.9,35.2,14.7,19.3,743,3.25,15.7,13.1,1
18.3,18.8,24.1,82,89,170,1700,15.4,21.7,47.8,1
12.6,24.8,17.9,9.65,73.7,132,1715,26.7,73.7,97.3,0
20,19.8,23.9,38.9,30.8,49.1,1219,16,30,41,0
18.9,11.5,71,470,45.7,55.7,392,11,14.7,49.6,1
69.8,48.7,12.3,23.9,12.3,21.5,509,11.8,35.9,50,0
7.99,7.84,35.9,365,12.6,29.7,1155,6.04,41.4,66.7,1
22.7,5.38,69.2,359,4.61,20.2,491,17.3,44.1,53.8,1
22.9,23.9,23.3,23.7,10.4,21.3,557,89,170,173,0
86.6,84.3,13.8,22.9,15.1,22.1,496,47.4,85.8,160,0
92.2,63.8,34.6,21.1,1,7.43,155,10.6,8.98,37.5,0
28.9,20.7,104,519,25,35.5,426,51.4,106,179,1
52.8,30.2,27.6,29.4,12.9,25.9,594,97.3,129,32.2,0
23.9,12.2,22.7,27.1,57.8,75,547,21.3,34.9,42.6,0
13.6,14.1,9.91,3.89,10.2,19.6,474,15.4,22.1,33.7,0
25.7,9.65,23.3,31.6,54.2,113,2167,7.04,30,34.6,0
22.5,14.1,75,588,23.7,42.2,505,7.1,17,4.22,1
107,92.2,142,667,10.4,22.5,799,97.3,131,23.5,1
8.43,8.74,31.6,267,6.15,13.5,483,62.6,96.5,50.5,1
25.5,15.8,30,35.5,43.7,69.2,1811,6.44,24.4,47,1
80.6,57.8,7.23,165,5.09,8.9,346,11.2,21.1,33.4,0
55.2,31.3,16.5,19.5,22.7,44.5,1055,25.9,44.5,59.9,0
65.5,34.3,21.5,80.6,25.7,30.8,542,53.3,118,155,0
19.5,10.9,122,453,5.23,27.6,655,20.5,24.8,38.2,1
28.4,9.82,18.6,198,93.1,154,1762,57.8,113,153,0
16.7,14.7,24.1,55.2,20.4,30.5,626,5.19,20.4,31.3,1
118,89.8,22.7,19.5,32.2,38.2,583,20.4,34.9,48.7,0
22.9,11.4,122,337,6.61,41.8,626,11.5,31.9,51.9,1
34.6,17.6,6.61,165,30.2,89.8,2091,15.1,33.4,56.7,0
51.9,40,13.5,168,25.5,39.6,1346,21.1,32.8,12.9,0
18.1,8.98,40,59.4,7.5,21.1,400,16.7,35.5,37.2,1
15.8,25.7,13.8,24.1,53.8,74.3,538,8.43,32.2,28.4,0
16.1,18.4,25.9,44.9,19.6,40.3,528,38.5,92.2,172,1
17,31.1,24.4,18.1,17.5,35.2,562,23.7,57.3,66.7,0
17.9,8.2,10.8,32.2,21.5,50.9,396,9.22,25.5,38.5,0
33.4,19.8,17,20.5,29.2,43.3,284,1,11.4,33.4,0
40.7,18.3,22.7,26.9,20.4,41,858,18.8,34.6,30.2,0
17.2,14.7,24.1,34.3,36.5,47.4,313,8.51,38.9,47.4,0
16.5,7.91,14.7,17.8,9.56,15.5,491,16.1,73.7,79.1,0
23.3,16.3,26.4,30.8,15.3,26.4,777,26.2,33.1,39.6,0
20.9,16.3,21.9,27.9,14.2,22.1,604,19.3,40.3,38.9,0
67.9,53.3,22.1,22.3,46.1,53.3,500,21.7,35.9,49.1,0
33.4,8.9,20.9,25.9,17,22.3,717,11.7,32.2,57.3,0
21.3,7.91,4.78,12.4,14.2,36.2,649,6.38,22.9,38.2,0
16.8,13.6,19.1,26.2,33.7,63.8,806,22.1,37.5,64.9,0
19.6,17.2,38.5,286,17,26.9,583,6.73,34.6,32.8,1
61,47.4,11.7,46.6,44.9,104,3368,15.8,27.9,51.9,1
40.3,22.7,5.38,8.98,109,136,400,34.9,110,253,0
28.9,20,15.3,21.7,93.9,130,1037,13.1,30,23.3,0
21.3,16.4,14.1,22.9,25.9,42.9,311,1.78,75.7,5.52,0
18.4,19.3,158,91.4,13.3,30.5,717,40.7,73.7,121,1
59.4,19.1,9.14,121,60.4,131,1981,21.1,41,43.7,1
17.8,3.43,18.4,28.9,64.9,137,2288,12.6,30.2,24.8,1
18.3,17,21.9,18.9,4.66,3.79,91.4,16.4,39.2,49.1,0
25.7,10.1,47,49.6,17.3,32.2,368,5.42,16.3,40,0
80.6,52.8,16.1,10.3,63.8,84.3,523,24.8,46.6,63.2,0
50.5,47.8,17.6,31.3,37.5,49.6,437,10.5,18.8,4.29,0
77.7,61,4.49,3.13,18.6,36.2,487,16.4,26.9,42.6,0
26.7,22.7,15.8,137,61,93.9,882,9.73,26.4,54.2,1
19.5,2.41,12.6,158,9.22,20.4,806,23.5,32.8,36.5,0
35.2,20.5,46.6,38.9,8.2,75,698,6.85,10,54.7,1
30,17.3,1.51,5.73,4.83,17.3,466,53.3,72.3,65.5,0
20.2,13.7,25.3,35.2,6.73,49.1,426,43.7,71,217,1
19.8,22.1,3.37,5.33,40,50.9,578,84.3,153,215,0
23.1,25.7,15,215,20.4,35.2,557,16.5,34.9,22.5,1
14.6,10.9,10.9,21.5,19.5,27.9,770,7.3,17,69.8,0
23.7,24.6,45.7,207,38.2,62.6,552,19.1,30.8,31.6,1
26.4,12.3,26.4,17.6,86.6,143,1963,4.78,18.3,27.4,0
22.7,21.1,30.5,29.7,33.7,46.1,437,51.4,146,213,0
24.1,19.5,19.6,26.4,14.9,25.7,679,1.02,2.46,7.04,0
6.15,17.5,24.4,26.7,19.6,32.2,557,15.1,33.4,50.5,0
32.2,19.8,28.6,31.9,44.9,91.4,991,1,56.2,11.1,0
75.7,86.6,20.2,80.6,3.68,15.7,1114,17.5,32.8,31.1,1
42.9,34,67.3,250,9.73,21.3,583,77.7,150,146,1
108,71,20.7,27.9,26.2,39.6,496,15.1,29.4,56.7,0
11,18.6,12.6,269,15.4,28.1,487,8.9,20.9,32.5,0
13.5,15,27.1,167,29.4,42.9,437,23.7,40.3,35.5,0
21.1,10,27.6,28.1,8.51,20,757,16.7,16.7,45.3,0
16.4,6.98,3.75,5.62,32.2,47.4,523,31.3,52.3,82.8,0
63.2,59.4,22.7,57.3,54.2,77,340,41.8,75,85.8,0
19.6,5.05,42.6,84.3,25.3,64.9,1778,7.7,22.3,61,1
23.5,13.2,22.1,17.8,12.9,37.9,1762,22.9,25.3,51.9,0
17.2,8.2,23.3,71,13.3,31.9,400,56.2,101,355,1
9.39,41.4,4.53,13.3,63.8,106,1104,58.3,110,183,0
20.2,19.6,29.2,35.9,22.5,29.7,500,10,25.9,53.3,0
24.4,10.9,18.9,15,14.1,30.5,770,16.5,32.5,40.3,0
16.7,9.73,22.7,34.9,6.26,19.6,982,12,21.5,26.2,1
27.9,14.9,111,284,34.3,44.5,667,45.3,88.2,158,1
20.9,12.1,21.3,92.2,2.04,14.2,334,46.6,69.8,125,0
31.9,19.6,17.5,13.3,26.7,42.2,453,16.3,17.2,40.7,0
16,8.13,16.5,17.2,34.3,60.4,418,10.5,26.4,32.8,0
12.9,15.4,66.1,63.8,22.3,34.9,400,14.3,24.4,48.3,1
34.6,12.9,21.9,20.9,18.3,27.6,621,9.31,26.2,37.5,0
27.6,17,13.9,98.2,39.6,62.1,552,29.4,45.3,44.5,0
65.5,34,14.7,13.8,26.2,44.5,717,13.9,36.5,52.3,0
19.8,18.3,15.5,19.6,6.73,39.2,1611,11,37.9,59.4,0
11.9,18.9,24.4,21.1,17,32.5,474,20,26.9,24.1,0
9.65,12.3,20.4,12.1,42.9,59.9,632,30.8,48.3,45.7,0
26.4,11.2,63.8,542,13.7,28.6,723,15.4,30,34.3,1
34,12,77,292,37.5,84.3,1197,16.4,38.9,22.7,1
29.2,29.7,24.6,15.5,5,8.13,991,19.6,37.5,17.8,0
43.7,7.7,50.9,86.6,25,58.8,1540,17.8,31.9,62.6,1
44.5,17.3,21.1,22.5,2.33,16.4,466,66.7,142,271,0
25.7,40,19.5,17.9,34.3,74.3,2436,12.7,42.6,76.4,0
73.7,62.6,20.9,12.6,17.9,30.8,649,8.82,23.5,13.7,0
16.5,7.91,25.5,20.5,34.3,83.5,1640,11.3,27.1,34,0
38.5,22.5,22.9,19.8,25.3,34.3,365,9.56,30,56.7,0
30.5,15.8,29.4,129,103,163,1554,4.37,9.65,9.47,1
36.2,35.5,29.2,46.1,16,25.3,403,17.8,45.3,51.9,0
27.9,16.7,4.87,8.43,76.4,127,1395,17.5,25.5,29.2,0
14.1,15.3,32.5,305,1,4.96,241,23.7,55.7,82.8,1
41.8,26.2,23.1,26.2,2.09,18.4,362,13.7,29.2,20.9,0
20.7,28.6,12.6,41,24.8,41,638,12.5,18.6,69.2,0
16.4,18.4,21.7,13.9,24.6,36.5,644,13.6,37.5,57.8,0
32.8,10.6,21.9,54.2,23.7,33.1,289,15,31.9,41.4,0
111,107,13.1,17.8,20.7,34.9,757,11.5,22.1,38.5,0
13.9,39.6,15.4,22.5,31.1,43.3,396,72.3,167,372,0
85.1,64.4,6.85,13.7,32.8,63.2,1981,11.2,18.4,44.9,0
68.5,63.8,26.2,23.3,5,8.51,547,23.9,41,52.8,0
16.5,8.2,20.4,115,4.14,16.1,453,8.43,17.3,21.9,1
12.9,15.4,23.7,14.9,62.6,127,3023,13.5,15.8,48.3,0
11.7,14.5,21.5,13.6,69.2,108,2054,9.14,22.3,29.2,0
13.7,37.5,18.6,23.9,63.8,108,638,6.38,16.8,17.9,0
22.7,11.8,22.1,23.3,107,274,3460,18.6,36.8,28.6,0
20,13.1,25.9,94.7,35.5,63.2,1155,11,24.8,45.3,0
13.2,13.3,8.82,24.6,2.57,15.7,449,29.7,55.2,66.1,1
9.39,19.1,53.3,105,66.7,118,1946,12.6,28.9,23.5,1
47,32.2,41,253,5.38,26.2,514,13.7,26.4,34.3,1
25.5,8.98,93.9,649,30.2,37.9,505,28.9,53.8,41.8,1
66.1,20.4,10.6,176,51.4,77.7,491,26.9,42.2,46.6,0
6.92,6.32,24.6,16.7,13.3,14.6,474,7.57,50.5,77,0
88.2,61.5,21.7,26.7,87.4,158,2788,17,19.5,50,0
14.7,21.9,1.18,5.78,7.77,13,552,22.7,32.5,55.2,0
9.91,21.7,19.8,18.9,33.4,50.9,533,19.6,42.9,44.9,0
52.3,30.8,15.1,68.5,96.5,132,422,9.56,8.74,30.5,0
46.6,31.9,1,1.01,2.57,27.9,478,10.1,35.9,52.8,0
98.2,56.2,12.4,200,38.9,60.4,784,18.9,20.7,38.5,1
16.3,9.39,25.7,11.9,150,225,2308,18.1,33.7,25.3,0
14.7,10.1,7.5,66.7,18.3,38.5,1055,9.47,43.3,67.3,0
9.91,13.5,33.1,57.3,11.8,29.2,594,15.3,26.7,56.7,1
22.3,10.4,16.5,17.3,25.5,22.3,253,34.9,74.3,106,0
14.2,10.5,46.6,302,25.3,38.5,392,19.3,44.1,53.8,1
28.4,32.8,28.9,35.2,106,181,1747,6.26,24.6,44.9,0
13.1,27.4,15.8,29.7,5.73,16.3,457,13.1,32.5,57.3,0
53.8,7.77,24.1,49.1,24.6,34,457,7.3,26.9,75,0
21.3,15.1,16.3,23.9,44.1,62.6,632,37.2,67.3,150,0
6.67,6.21,22.9,34.9,27.1,38.2,474,13,17.9,37.9,0
26.4,11.3,11.1,29.2,1,3.25,305,73,157,237,0
21.3,14.2,22.3,47,132,196,1310,11.1,21.1,58.8,1
22.5,30.8,24.4,18.3,30.8,43.3,352,11,16.7,34,0
31.6,13.9,14.1,21.7,7.91,23.7,615,18.4,42.2,121,0
12.4,4.7,14.3,75.7,10.3,33.4,799,2.46,6.55,33.7,0
61,14.3,6.32,229,9.14,12.3,528,15.5,24.8,35.9,1
16,8.82,15.3,58.8,36.5,52.8,375,17.2,30,39.2,1
77.7,105,20.5,126,19.5,33.4,496,12,15.7,52.8,0
62.6,49.1,27.1,20.7,15,36.5,806,8.74,31.3,71.7,0
21.1,17.3,4.37,1.89,14.1,30.5,610,15.3,33.1,50.5,0
17.2,14.1,16,37.2,16.5,29.7,514,13.5,33.4,33.4,0
43.3,26.2,23.3,16,40.3,58.8,588,10.4,28.6,57.3,0
6.32,10.1,25,17.3,3.55,21.7,509,8.66,25.3,48.3,0
13.8,17,9.47,259,32.8,48.3,528,21.9,34,52.3,1
25.7,7.64,48.7,389,10.3,29.4,649,10,20.5,30,1
14.9,10.1,24.4,17.9,16.5,22.5,547,13.1,30,41.4,0
22.3,5.94,57.8,505,11.1,20.9,777,10.5,16.5,19.6,1
14.1,10.1,32.8,47.4,14.3,55.2,3023,13.1,30,38.5,0
37.5,20.4,14.1,215,17.9,22.5,743,14.5,46.1,40,1
17.3,8.66,22.7,33.1,45.3,48.7,453,16.5,43.3,60.4,0
17.9,16.3,52.8,279,30.2,45.3,449,10.6,35.2,48.3,1
22.9,27.1,8.82,27.4,10.4,23.3,644,16.1,16.4,37.9,0
21.1,13.3,47.4,10.7,54.2,101,1346,5.33,59.4,6.79,1
13.2,18.6,19.6,21.9,31.6,42.6,349,62.6,123,229,0
19.6,29.4,57.8,573,18.3,28.6,644,13.6,37.5,44.5,1
10.6,11.3,21.7,15.1,8.9,86.6,3429,32.8,63.2,107,0
12.5,15.8,38.2,211,8.51,24.1,1540,16.5,31.1,31.9,1
13.9,11,26.2,24.8,16.5,27.6,679,10.4,22.1,61,0
22.1,5.28,23.7,36.2,10.7,22.3,449,10.4,25,36.2,0
13.9,5.33,25.5,16.7,23.3,51.4,1114,11.5,15.3,17.5,0
22.1,20,6.98,16.8,28.4,46.6,359,16.1,42.6,122,1
59.4,51.4,29.4,349,38.9,53.8,528,16.7,37.2,33.7,1
18.4,8.35,19.6,24.1,19.5,35.9,858,3.25,77.7,9.65,0
34.3,34.3,16.1,67.3,44.9,54.7,362,4.91,8.35,31.3,0
13.9,15.5,7.43,16.4,23.5,43.3,396,13.5,33.7,61.5,0
22.5,14.3,17.5,131,93.1,147,1794,12.1,42.9,25.5,1
28.4,31.9,24.6,29.4,28.4,42.6,461,22.1,40.3,50,0
37.5,2.67,24.4,170,27.6,47,457,12.2,22.3,27.6,1
21.7,16.7,17.3,18.8,61,100,1037,11.4,34.9,48.7,0
14.9,11.9,21.5,22.9,48.3,79.9,514,53.8,109,164,0
19.3,8.2,15.8,21.1,4.87,20.2,890,15.3,23.1,41.8,0
26.7,31.6,6.79,19.8,67.3,115,1715,29.2,54.2,37.5,0
17,13.5,15,337,25.7,42.6,368,26.4,48.3,46.1,1
28.6,55.7,13.7,170,23.7,35.2,519,11.8,20.7,47,1
12.3,9.47,17.3,13.6,33.4,57.8,437,16.7,26.9,68.5,0
13.1,23.7,11.8,141,12.6,28.4,567,13.8,18.3,52.3,0
31.6,22.7,20.5,127,15.5,29.4,491,12.9,38.5,36.5,0
32.2,20,21.1,20.7,85.1,133,2129,9.22,25,53.8,0
17.2,14.2,21.7,13.8,31.9,50,557,5.47,28.6,44.5,0
8.98,6.21,20.7,13.7,42.6,62.1,542,14.3,22.7,51.4,0
13.7,15.3,17.5,22.9,18.9,42.9,496,9.73,59.4,48.3,0
64.9,38.2,50.5,269,11.8,17.5,496,13.9,31.6,40.7,1
