raf,mek,plc,pip2,pip3,erk,akt,pka,p38,jnk,Class
36.8,8.35,5,131,20.7,6.44,38.9,791,27.6,7.43,1
84.3,48.3,1,294,21.3,33.4,52.3,453,24.4,7.64,1
8.66,22.5,8.74,31.6,46.6,13.9,25,626,34,1.93,1
7.57,4.91,8.58,18.8,117,10.7,17.3,470,21.3,17.5,1
30.5,37.5,4.33,16.5,23.9,4.37,14.9,250,1.17,6.49,0
7.91,21.7,7.99,165,46.1,22.5,36.8,437,20.9,8.43,1
7.17,16.3,2.79,11.5,11.5,20,27.9,466,71,24.6,1
106,34.3,1,209,31.6,9.47,15.5,422,10.8,10.2,0
23.5,13.6,40.7,372,37.9,4.96,14.1,851,30,85.8,0
16.5,14.7,14.9,79.9,37.9,2.76,6.98,213,8.43,51.4,0
17.8,18.9,15.3,396,48.7,25,52.3,750,49.1,75.7,1
5.88,8.51,28.9,26.2,7.3,73,112,1219,20.7,47.4,0
17.3,18.9,14.6,19.1,5.14,16.5,32.2,710,1,30.2,0
47.4,40,20.9,21.7,15.8,81.3,121,1877,28.1,93.1,0
10.6,12.7,11,124,22.5,11.5,37.5,770,27.1,60.4,0
10.3,15,37.2,34.9,14.6,89,133,407,46.1,85.1,1
13.7,16.5,4.83,18.4,1.22,21.9,27.4,610,19.1,75.7,0
25.5,17.9,22.3,17.2,17.5,13.7,23.1,604,45.7,72.3,1
13.2,15.7,60.4,389,59.9,26.2,41.4,359,2.41,37.9,0
63.8,50.9,32.5,23.9,4.03,151,248,3619,33.4,41.8,1
17,16.8,22.5,22.3,12.5,12,22.5,547,24.6,36.5,1
49.6,71,23.9,13,10,113,204,3308,67.9,340,1
20.4,18.6,54.2,322,54.7,51.4,75.7,235,37.9,45.7,1
14.5,13,26.4,18.1,9.31,41,75.7,638,2.21,42.6,0
36.8,22.9,5.73,1,15.4,36.2,62.1,1794,33.7,41.8,1
14.9,34.3,20.7,18.8,8.82,106,163,2642,95.6,113,1
102,81.3,6.1,26.4,23.9,123,217,1843,5.78,44.9,0
16.4,25.7,59.9,71.7,16.5,183,257,1811,31.6,81.3,0
22.9,15,3.72,1.01,9.73,89,126,368,5.88,21.3,0
80.6,86.6,64.9,294,27.1,47,61,491,38.2,52.8,1
9.31,6.44,22.7,16.7,18.8,123,202,3220,3.28,46.1,0
14.2,10,86.6,466,93.9,37.9,54.2,445,90.6,400,1
19.3,13.8,21.3,30.8,15.5,4.7,42.9,538,31.9,48.3,1
33.4,19.6,14.2,19.3,12.7,158,213,334,31.3,34.9,1
38.5,27.1,34,31.6,3.62,114,202,2017,77.7,167,1
59.4,75,22.7,29.2,3.75,32.2,42.6,615,17.6,80.6,0
15.3,16.7,12.2,239,28.1,5.33,7.99,328,22.7,8.06,1
21.7,32.5,20.7,34.3,5.57,97.3,175,2642,55.2,76.4,1
30,14.9,22.3,35.5,2.46,137,316,5829,14.1,13.2,0
31.6,13,26.4,37.2,1,23.1,35.2,1275,5.33,50.5,0
18.8,11.1,71,466,64.4,20,39.6,615,44.5,110,1
7.64,28.1,6.79,18.1,7.77,47,64.4,1104,45.7,44.9,1
40.7,59.9,1.86,4.41,3.19,29.2,43.3,644,40,53.8,1
21.9,28.1,84.3,403,76.4,125,186,1568,9.47,30.5,0
51.4,22.1,94.7,117,17.6,76.4,102,947,25.7,129,0
30.5,15.5,53.3,142,19.1,77.7,151,2738,179,328,1
8.9,13.3,74.3,359,54.2,7.77,21.7,519,7.37,43.3,0
37.2,19.1,11.8,19.8,7.17,8.9,17,588,1,44.5,0
13.8,9.56,16.7,146,19.3,175,223,661,42.2,70.4,0
11.1,25,85.1,552,93.9,20.9,35.9,331,22.5,32.2,1
17.2,6.79,28.9,29.2,11.1,11.4,30.8,552,4.33,44.9,0
61.5,93.1,17,21.1,1.01,4.26,15.1,599,38.5,106,1
17.2,13.7,57.3,97.3,31.3,37.5,66.7,2329,2.33,35.2,0
16.8,46.1,18.6,63.2,11.8,18.9,31.9,649,23.5,50.9,0
12.1,10.5,21.3,18.9,4.26,176,483,8354,9.06,53.8,1
17.3,26.4,82.8,414,106,40,64.9,1018,20.9,27.6,1
21.5,22.3,73,519,87.4,3.72,12.3,851,33.1,10.9,0
25.7,15.8,34.3,37.5,2.89,5.23,20.2,422,64.4,8.28,0
13.1,11.7,21.7,132,42.2,36.5,49.1,542,5.88,13.2,0
44.1,29.2,39.6,119,63.2,36.8,47.8,365,6.79,30.2,0
38.2,14.2,7.1,28.1,8.98,172,233,1075,25.7,57.3,0
32.2,35.2,35.9,276,61,44.9,62.6,418,32.8,77,0
34.6,18.8,54.2,313,54.7,16.1,34.3,704,13.7,8.06,0
4.96,12.6,47.8,57.8,19.6,3.43,19.1,655,42.9,62.6,1
28.4,31.9,59.4,257,57.3,6.26,17.2,382,18.9,57.3,0
69.8,50,20.7,19.5,12.3,59.4,104,337,72.3,139,1
32.2,21.3,104,519,87.4,45.7,61.5,1286,34.3,42.6,1
30,32.5,17,22.1,7.5,49.6,86.6,1124,40,47,1
40.7,19.5,1.26,1.07,1.55,77.7,81.3,279,13,64.9,0
22.1,17.2,33.1,14.6,17,26.9,27.4,433,62.6,231,1
23.3,12,55.2,262,64.9,12.3,59.9,3023,27.1,50.5,1
24.6,19.5,20.9,17.2,13.1,3.85,14.5,1208,15.7,77,0
73,93.9,27.9,29.7,1.01,89,132,1762,28.4,12.1,0
23.1,10.7,17.8,80.6,3.68,22.3,30.8,483,28.4,48.3,0
20.7,12.7,20.9,25.5,9.82,17.9,25,632,7.99,46.1,0
14.1,9.31,18.3,3.37,29.4,112,161,939,16.3,46.1,0
16.1,6.26,20.2,17.3,8.82,75,125,1894,37.5,63.8,1
22.1,15.8,21.3,32.2,8.98,3.85,22.3,328,7.23,48.7,0
44.9,45.7,16.1,16.8,10.3,29.2,94.7,1715,66.7,137,1
62.6,52.3,35.9,233,49.1,167,271,2207,12.2,44.1,0
45.3,62.6,21.3,17.5,15.7,65.5,95.6,1433,26.4,36.2,1
19.5,20.2,24.8,30.2,10.4,19.6,43.3,573,4.57,7.77,0
17.8,16.3,14.3,85.8,17,20.5,33.1,922,62.1,62.1,1
14.2,13.9,18.9,19.5,8.43,66.1,154,2329,40.7,68.5,1
77,43.3,53.3,284,60.4,56.2,110,1762,24.8,81.3,1
6.44,18.3,15.7,41.4,13.1,44.1,56.2,750,59.4,76.4,1
14.3,18.4,5.05,1.75,8.13,31.1,58.8,407,47,48.7,1
30.2,54.7,40,211,41.4,14.9,32.5,588,15,45.3,0
13.5,21.9,35.5,40.7,7.91,44.9,103,3460,18.6,58.3,0
93.9,52.3,30.8,31.3,14.6,74.3,137,1794,24.6,92.2,0
24.6,9.65,37.5,40.3,18.1,35.5,130,2763,49.6,59.9,1
19.8,11.7,23.5,16.7,15.1,3.37,19.3,470,31.1,56.7,1
30.2,19.8,24.4,19.8,1,50,72.3,673,62.1,91.4,1
18.1,23.7,7.77,41.8,26.2,42.9,54.2,538,47,81.3,0
13.8,13.2,32.5,46.6,15,104,172,1747,30.8,63.2,1
19.1,14.6,22.9,32.8,11.4,78.4,127,1596,29.4,30,1
20,16.3,26.7,176,10,106,168,2571,8.28,13.9,0
23.1,11.5,14.5,42.6,103,119,204,2480,67.3,13.2,1
25.3,28.6,18.3,61.5,16.4,18.4,24.1,717,66.1,132,0
25,20.5,31.1,445,55.2,40,57.8,359,20.4,55.7,0
17,7.04,21.7,24.4,8.66,33.1,44.1,750,37.9,37.9,1
29.7,22.3,20,17.2,1.38,121,219,1999,22.5,37.5,0
22.5,17.5,23.9,77.7,17.5,35.2,56.2,340,26.7,47.4,0
61,33.1,37.9,311,48.7,137,352,4698,85.8,157,1
17.3,10.1,28.1,27.9,3.28,44.9,66.1,403,23.7,42.9,0
129,109,41.8,161,48.7,5.09,15.1,644,39.2,88.2,1
21.3,16.4,21.1,22.5,16.5,3.46,25.3,578,36.2,48.3,0
91.4,41.4,24.8,319,38.9,17.9,30.5,956,34.3,79.1,1
14.7,22.3,27.6,35.9,13.5,9.39,20.5,382,12.9,13.8,0
19.3,10.1,5.38,4.1,2.25,7.77,17,982,24.8,49.6,0
28.4,21.7,38.2,170,37.2,29.7,39.6,692,17.5,69.2,0
72.3,76.4,17.9,15.5,16.1,63.2,109,947,82.8,205,1
6.55,10.2,16.8,22.9,1,82.8,113,679,20.7,59.9,1
12.5,5.23,69.8,131,50,21.7,31.3,414,74.3,3.59,0
32.8,18.3,23.5,23.1,3.31,53.8,85.1,610,35.5,53.3,0
19.1,10.3,20.5,78.4,18.1,26.2,35.2,505,17.9,54.7,0
24.6,11.8,30,30.8,14.6,32.8,48.3,362,3.19,50.9,0
16.8,13.6,75.7,123,46.1,6.44,37.9,1000,20.5,18.3,0
7.17,17,23.7,23.3,5.33,25.7,41,491,28.6,54.7,1
19.1,13.9,15.8,74.3,21.9,24.1,34.3,474,27.6,39.6,0
20.5,20.9,17.3,120,15.3,11.7,24.1,644,16.1,50.9,0
18.4,19.8,12.7,81.3,11.3,6.21,44.1,496,119,41,1
20.9,8.82,20.7,300,31.3,19.5,37.2,542,29.2,49.1,1
14.9,15,17.6,170,24.1,22.7,32.2,453,31.1,79.9,1
16.1,14.3,8.9,42.9,21.1,17,30.2,698,21.1,38.5,0
12.3,13.8,4.07,1.01,1.65,26.4,37.5,784,28.1,27.1,0
26.9,20.2,19.5,170,23.3,8.51,15.4,487,67.3,118,1
131,95.6,12.3,189,16.5,36.8,62.1,1084,33.7,69.8,1
62.1,71,8.9,4.45,9.56,4.41,17.3,655,146,209,1
30,10.3,26.7,22.1,15.4,11.3,21.1,552,13,34.3,0
52.8,39.2,17.2,161,19.5,4.83,20,410,19.3,29.7,0
75,52.8,42.2,259,39.6,20.4,41.4,692,58.3,60.4,1
32.2,14.3,25.3,24.4,3.85,9.56,29.2,1275,21.7,38.9,1
18.3,19.8,14.3,18.6,1.88,1.76,1.01,93.9,26.2,41.8,0
13.7,25.3,14.6,147,13.9,18.8,46.6,777,131,181,1
27.6,18.1,35.5,340,26.9,17.9,30,379,39.6,42.9,0
17,10.9,22.7,67.3,13.5,34,47.4,626,24.1,85.8,1
26.4,37.2,41.4,183,33.7,103,175,1395,29.7,59.9,1
19.8,20.4,21.9,25.5,2.59,67.9,104,407,28.1,47.8,0
7.23,38.9,90.6,418,73,26.9,36.8,262,16.7,35.5,0
145,88.2,21.3,30.8,12.9,158,264,3460,28.4,49.6,1
34.9,20.4,58.8,474,69.8,34.9,43.7,407,29.4,30.2,1
31.3,19.1,20.7,110,27.1,41,83.5,813,39.2,58.8,1
19.5,16.3,25.5,19.3,2.71,26.2,31.6,644,42.2,49.6,1
19.5,15.1,14.5,13.6,3.62,13.2,29.4,519,69.8,48.3,1
20.9,20.2,1,92.2,14.5,52.8,76.4,1186,23.5,48.3,1
22.1,11.8,8.58,10.1,11.9,22.7,33.7,491,16.1,53.3,1
25.7,11.4,21.7,19.5,4.78,4.1,25.5,340,13.6,50,0
30.8,20,36.5,48.7,4.45,43.7,66.7,1084,67.9,225,1
53.3,44.5,13.9,99.1,5.94,14.2,36.2,673,18.3,48.3,0
16.5,12.4,27.6,26.2,1,4.18,19.3,791,28.1,54.2,1
17.8,17,26.7,15.5,4.7,21.5,38.9,1065,30.5,12.3,0
73.7,39.6,25.7,30.5,17.2,54.7,81.3,604,55.2,111,1
95.6,65.5,158,392,93.1,17.2,36.5,514,133,188,1
56.7,50.5,17.9,209,16.7,3.25,27.1,264,15.1,56.2,0
32.8,6.85,47.4,368,59.4,36.8,54.7,626,30,63.2,1
24.6,33.4,10.6,64.4,12.5,9.22,45.7,730,25.3,30,0
24.6,17.5,27.9,18.1,19.1,14.9,26.9,496,55.2,85.1,1
27.9,9.91,117,514,73,57.8,90.6,1176,31.1,39.2,1
34.3,15.8,7.23,1.41,3.68,2.64,14.3,429,48.7,28.1,1
23.9,20.2,63.8,385,69.2,6.67,14.6,604,32.5,51.4,1
17.3,7.3,17.6,16,11.3,1.54,7.04,63.8,14.2,40.7,0
20.7,11.9,77.7,294,79.9,6.61,19.5,478,24.6,109,0
27.6,19.5,41.8,101,18.1,14.5,24.6,533,26.2,48.7,0
11.1,6.73,15.8,19.8,8.82,5.57,32.5,621,26.2,62.6,1
17.8,13.3,22.9,13.1,3.34,102,172,3338,27.1,54.2,0
13.6,13.9,24.4,23.1,9.31,41.8,61.5,704,28.9,37.2,1
6.32,12.3,22.5,27.4,7.3,4.87,16.8,368,28.6,68.5,1
15,20.7,25,24.6,5.88,106,176,3023,18.6,35.2,0
27.1,12.5,20.9,131,19.6,54.7,83.5,1075,36.5,118,1
11.2,7.17,20.2,20.7,8.51,31.1,44.9,470,50.9,89,1
31.1,38.5,20,20.9,3.55,4.33,21.7,562,43.3,77.7,1
77.7,154,25.3,20.9,1.14,8.28,34.9,931,43.7,58.3,1
18.8,23.7,37.9,42.2,12.7,32.5,38.5,449,6.61,7.23,0
21.1,21.5,21.7,26.4,3.05,23.7,37.5,349,124,31.6,1
28.6,18.8,14.5,17.9,8.66,30.5,43.7,422,40,52.8,0
59.9,44.9,25.9,155,48.3,13.3,23.7,478,44.1,46.1,1
17.9,5.88,19.3,14.6,8.2,13.9,26.2,610,21.1,44.5,1
45.7,26.9,65.5,250,49.1,21.1,44.5,638,21.1,53.3,1
38.5,21.5,21.9,23.1,5,26.7,44.1,500,33.1,52.3,1
81.3,77.7,31.3,21.3,8.82,20,35.5,466,25,42.6,0
12.1,7.57,18.9,22.3,8.2,5.14,22.1,626,16,26.9,0
167,101,93.1,470,68.5,67.9,117,1298,19.8,39.6,0
21.7,16.7,22.5,80.6,9.31,20.9,37.5,723,19.6,23.7,0
3.89,7.23,29.7,65.5,19.8,29.2,40.7,491,55.7,49.6,0
24.1,16.3,24.1,25,12,16.1,14.5,523,34,37.2,0
16.5,13.6,16.7,36.5,6.79,35.5,54.2,474,41,50.5,0
7.77,12.3,26.2,34.9,1,42.2,50,533,14.9,50.9,0
75.7,53.3,24.8,21.5,2.41,6.92,16.3,835,94.7,175,1
33.7,10.2,34,33.7,8.98,20.9,42.6,599,10.8,69.2,0
32.5,13.6,23.1,17.5,5.57,16.7,27.6,655,47,102,1
25.3,17.9,9.65,200,24.4,16,31.3,661,47.8,50,1
14.3,23.5,18.9,23.9,11.5,12.4,32.8,615,20.5,31.1,1
31.1,28.1,26.7,42.9,15.3,2.27,14.5,173,61,87.4,1
23.9,17.6,17.6,45.7,9.65,5.94,12.9,533,23.1,30.8,0
57.3,50.5,60.4,400,68.5,36.5,59.4,359,64.9,106,1
31.9,13.7,20.5,24.4,2.48,8.28,41,610,18.6,45.7,1
28.6,14.5,16.3,21.7,4.29,30.8,46.6,349,41.4,1.43,1
17.5,12.7,21.7,19.8,10.8,38.2,48.7,429,69.2,73,1
85.1,73.7,6.26,1,2.92,18.1,38.9,604,21.1,55.7,1
34,12.9,16.3,75,4.96,3.79,24.1,379,45.3,93.1,1
26.4,21.9,35.5,217,49.6,90.6,227,2072,37.9,29.2,0
21.1,13.5,4.78,15.1,20.7,4.53,28.6,389,20.4,47.8,1
17.8,9.22,14.3,20.7,4.57,25,35.9,365,29.7,24.4,1
21.1,17,22.3,26.7,10.6,24.1,28.6,538,27.1,34.3,0
26.7,11.2,29.7,29.2,5.62,16.4,22.3,594,28.4,19.5,0
16.5,19.3,17.5,34,10.3,57.8,123,1928,22.1,37.2,0
26.2,11.3,25.5,24.1,20.5,17.9,38.2,610,21.3,62.1,1
30.5,35.5,17.2,168,22.5,7.84,22.9,882,22.7,70.4,0
25.5,23.9,52.3,410,56.2,4.41,23.3,418,25,31.1,0
36.2,13.1,27.1,30.5,10.2,75,115,414,40,41.4,1
21.1,20.9,56.2,441,59.9,10.1,35.9,567,36.5,64.4,1
89.8,73,17.6,17.6,13.9,1.7,3.75,331,35.5,62.6,1
22.9,13.8,39.6,170,38.5,7.64,17.3,562,12.3,2.92,0
17.8,20.4,23.5,133,29.2,15,21.7,599,62.1,108,1
19.1,12.3,23.3,15,9.39,15,17.8,410,28.4,67.9,1
28.1,23.9,12.4,18.4,9.31,34.6,38.2,286,26.7,58.8,1
20.2,10.9,58.8,325,64.4,36.8,48.3,457,54.2,84.3,1
33.7,17.6,21.3,41.4,7.37,66.7,95.6,505,34.3,20.5,1
13.8,17.6,31.1,38.2,3.85,157,223,433,22.7,18.4,1
41.8,29.2,42.9,211,42.2,47,73,379,36.5,53.3,0
7.57,16,13.3,133,8.51,12.1,31.3,599,43.7,41.4,0
22.5,15,21.5,237,18.6,13.5,19.1,542,21.1,55.7,1
29.2,4.26,27.9,17.5,4.61,47.4,85.8,1230,20.9,39.2,0
16.8,18.1,11.1,55.7,5.62,41,54.7,325,27.6,16.3,1
31.6,20.4,30.2,29.2,10.3,3.68,11.4,615,36.8,75.7,0
23.3,8.13,14.5,15.3,14.9,17.6,20.7,692,44.5,61,1
46.6,30,38.5,96.5,22.5,9.65,27.1,673,82.8,149,1
30.8,19.8,45.7,113,7.99,13.3,33.4,491,25.5,37.9,0
25.9,15.1,24.1,170,8.98,26.4,42.2,557,30.2,24.6,1
42.9,23.9,18.9,23.5,14.2,2.86,22.3,483,34,49.6,1
69.8,37.9,15,337,35.2,6.32,61.5,392,71,57.3,1
13.9,20.2,32.8,48.3,12.9,17.3,33.4,505,36.8,41.4,1
22.1,19.1,20.9,16.1,5.57,149,269,3051,45.3,83.5,0
63.2,89,18.9,35.2,25.9,14.7,19.3,743,15.7,13.1,0
18.3,18.8,24.1,82,25,89,170,1700,21.7,47.8,1
12.6,24.8,17.9,9.65,1,73.7,132,1715,73.7,97.3,1
20,19.8,23.9,38.9,7.3,30.8,49.1,1219,30,41,1
18.9,11.5,71,470,80.6,45.7,55.7,392,14.7,49.6,0
69.8,48.7,12.3,23.9,12.6,12.3,21.5,509,35.9,50,0
7.99,7.84,35.9,365,44.9,12.6,29.7,1155,41.4,66.7,0
22.7,5.38,69.2,359,59.4,4.61,20.2,491,44.1,53.8,1
22.9,23.9,23.3,23.7,7.64,10.4,21.3,557,170,173,1
86.6,84.3,13.8,22.9,8.43,15.1,22.1,496,85.8,160,1
92.2,63.8,34.6,21.1,8.43,1,7.43,155,8.98,37.5,0
28.9,20.7,104,519,88.2,25,35.5,426,106,179,1
52.8,30.2,27.6,29.4,17.6,12.9,25.9,594,129,32.2,1
23.9,12.2,22.7,27.1,5.33,57.8,75,547,34.9,42.6,1
13.6,14.1,9.91,3.89,8.51,10.2,19.6,474,22.1,33.7,1
25.7,9.65,23.3,31.6,14.1,54.2,113,2167,30,34.6,0
22.5,14.1,75,588,71.7,23.7,42.2,505,17,4.22,0
107,92.2,142,667,115,10.4,22.5,799,131,23.5,1
8.43,8.74,31.6,267,40,6.15,13.5,483,96.5,50.5,1
25.5,15.8,30,35.5,28.9,43.7,69.2,1811,24.4,47,0
80.6,57.8,7.23,165,15.5,5.09,8.9,346,21.1,33.4,0
55.2,31.3,16.5,19.5,7.1,22.7,44.5,1055,44.5,59.9,1
65.5,34.3,21.5,80.6,4.33,25.7,30.8,542,118,155,1
19.5,10.9,122,453,73,5.23,27.6,655,24.8,38.2,1
28.4,9.82,18.6,198,17.8,93.1,154,1762,113,153,1
16.7,14.7,24.1,55.2,30.2,20.4,30.5,626,20.4,31.3,0
118,89.8,22.7,19.5,7.04,32.2,38.2,583,34.9,48.7,1
22.9,11.4,122,337,50.5,6.61,41.8,626,31.9,51.9,0
34.6,17.6,6.61,165,13.2,30.2,89.8,2091,33.4,56.7,1
51.9,40,13.5,168,5.99,25.5,39.6,1346,32.8,12.9,1
18.1,8.98,40,59.4,18.6,7.5,21.1,400,35.5,37.2,1
15.8,25.7,13.8,24.1,10.6,53.8,74.3,538,32.2,28.4,0
16.1,18.4,25.9,44.9,33.7,19.6,40.3,528,92.2,172,1
17,31.1,24.4,18.1,9.47,17.5,35.2,562,57.3,66.7,1
17.9,8.2,10.8,32.2,6.98,21.5,50.9,396,25.5,38.5,0
33.4,19.8,17,20.5,6.26,29.2,43.3,284,11.4,33.4,0
40.7,18.3,22.7,26.9,4.87,20.4,41,858,34.6,30.2,1
17.2,14.7,24.1,34.3,10.6,36.5,47.4,313,38.9,47.4,0
16.5,7.91,14.7,17.8,7.5,9.56,15.5,491,73.7,79.1,1
23.3,16.3,26.4,30.8,10.5,15.3,26.4,777,33.1,39.6,1
20.9,16.3,21.9,27.9,12.5,14.2,22.1,604,40.3,38.9,1
67.9,53.3,22.1,22.3,8.58,46.1,53.3,500,35.9,49.1,1
33.4,8.9,20.9,25.9,5.78,17,22.3,717,32.2,57.3,0
21.3,7.91,4.78,12.4,4.7,14.2,36.2,649,22.9,38.2,0
16.8,13.6,19.1,26.2,16.1,33.7,63.8,806,37.5,64.9,1
19.6,17.2,38.5,286,24.6,17,26.9,583,34.6,32.8,0
61,47.4,11.7,46.6,28.9,44.9,104,3368,27.9,51.9,1
40.3,22.7,5.38,8.98,6.1,109,136,400,110,253,1
28.9,20,15.3,21.7,3.79,93.9,130,1037,30,23.3,1
21.3,16.4,14.1,22.9,2.59,25.9,42.9,311,75.7,5.52,0
18.4,19.3,158,91.4,250,13.3,30.5,717,73.7,121,1
59.4,19.1,9.14,121,26.9,60.4,131,1981,41,43.7,1
17.8,3.43,18.4,28.9,18.1,64.9,137,2288,30.2,24.8,0
18.3,17,21.9,18.9,4.57,4.66,3.79,91.4,39.2,49.1,1
25.7,10.1,47,49.6,10.2,17.3,32.2,368,16.3,40,0
80.6,52.8,16.1,10.3,3.68,63.8,84.3,523,46.6,63.2,1
50.5,47.8,17.6,31.3,13.2,37.5,49.6,437,18.8,4.29,0
77.7,61,4.49,3.13,7.1,18.6,36.2,487,26.9,42.6,1
26.7,22.7,15.8,137,30.8,61,93.9,882,26.4,54.2,0
19.5,2.41,12.6,158,12.1,9.22,20.4,806,32.8,36.5,1
35.2,20.5,46.6,38.9,20.5,8.2,75,698,10,54.7,0
30,17.3,1.51,5.73,1.01,4.83,17.3,466,72.3,65.5,1
20.2,13.7,25.3,35.2,31.3,6.73,49.1,426,71,217,1
19.8,22.1,3.37,5.33,6.21,40,50.9,578,153,215,1
23.1,25.7,15,215,20.4,20.4,35.2,557,34.9,22.5,1
14.6,10.9,10.9,21.5,17.5,19.5,27.9,770,17,69.8,0
23.7,24.6,45.7,207,32.8,38.2,62.6,552,30.8,31.6,1
26.4,12.3,26.4,17.6,1,86.6,143,1963,18.3,27.4,0
22.7,21.1,30.5,29.7,17.5,33.7,46.1,437,146,213,1
24.1,19.5,19.6,26.4,4.74,14.9,25.7,679,2.46,7.04,0
6.15,17.5,24.4,26.7,4.57,19.6,32.2,557,33.4,50.5,1
32.2,19.8,28.6,31.9,5.42,44.9,91.4,991,56.2,11.1,0
75.7,86.6,20.2,80.6,20.7,3.68,15.7,1114,32.8,31.1,1
42.9,34,67.3,250,39.2,9.73,21.3,583,150,146,1
108,71,20.7,27.9,6.04,26.2,39.6,496,29.4,56.7,1
11,18.6,12.6,269,17.6,15.4,28.1,487,20.9,32.5,0
13.5,15,27.1,167,15.3,29.4,42.9,437,40.3,35.5,1
21.1,10,27.6,28.1,8.06,8.51,20,757,16.7,45.3,1
16.4,6.98,3.75,5.62,1.22,32.2,47.4,523,52.3,82.8,1
63.2,59.4,22.7,57.3,12.5,54.2,77,340,75,85.8,1
19.6,5.05,42.6,84.3,30.8,25.3,64.9,1778,22.3,61,0
23.5,13.2,22.1,17.8,1.19,12.9,37.9,1762,25.3,51.9,1
17.2,8.2,23.3,71,18.6,13.3,31.9,400,101,355,1
9.39,41.4,4.53,13.3,8.82,63.8,106,1104,110,183,1
20.2,19.6,29.2,35.9,4.53,22.5,29.7,500,25.9,53.3,0
24.4,10.9,18.9,15,8.58,14.1,30.5,770,32.5,40.3,1
16.7,9.73,22.7,34.9,23.9,6.26,19.6,982,21.5,26.2,0
27.9,14.9,111,284,43.7,34.3,44.5,667,88.2,158,1
20.9,12.1,21.3,92.2,6.73,2.04,14.2,334,69.8,125,1
31.9,19.6,17.5,13.3,11.9,26.7,42.2,453,17.2,40.7,1
16,8.13,16.5,17.2,14.1,34.3,60.4,418,26.4,32.8,0
12.9,15.4,66.1,63.8,28.6,22.3,34.9,400,24.4,48.3,1
34.6,12.9,21.9,20.9,5.94,18.3,27.6,621,26.2,37.5,0
27.6,17,13.9,98.2,10.9,39.6,62.1,552,45.3,44.5,1
65.5,34,14.7,13.8,5.38,26.2,44.5,717,36.5,52.3,1
19.8,18.3,15.5,19.6,10.6,6.73,39.2,1611,37.9,59.4,0
11.9,18.9,24.4,21.1,10,17,32.5,474,26.9,24.1,1
9.65,12.3,20.4,12.1,1,42.9,59.9,632,48.3,45.7,1
26.4,11.2,63.8,542,92.2,13.7,28.6,723,30,34.3,1
34,12,77,292,47.8,37.5,84.3,1197,38.9,22.7,1
29.2,29.7,24.6,15.5,3.62,5,8.13,991,37.5,17.8,1
43.7,7.7,50.9,86.6,40.3,25,58.8,1540,31.9,62.6,1
44.5,17.3,21.1,22.5,13.5,2.33,16.4,466,142,271,1
25.7,40,19.5,17.9,11.5,34.3,74.3,2436,42.6,76.4,0
73.7,62.6,20.9,12.6,3.72,17.9,30.8,649,23.5,13.7,0
16.5,7.91,25.5,20.5,4.78,34.3,83.5,1640,27.1,34,0
38.5,22.5,22.9,19.8,4.41,25.3,34.3,365,30,56.7,0
30.5,15.8,29.4,129,28.6,103,163,1554,9.65,9.47,0
36.2,35.5,29.2,46.1,14.7,16,25.3,403,45.3,51.9,1
27.9,16.7,4.87,8.43,16.8,76.4,127,1395,25.5,29.2,1
14.1,15.3,32.5,305,57.8,1,4.96,241,55.7,82.8,1
41.8,26.2,23.1,26.2,4.61,2.09,18.4,362,29.2,20.9,1
20.7,28.6,12.6,41,10.3,24.8,41,638,18.6,69.2,0
16.4,18.4,21.7,13.9,6.26,24.6,36.5,644,37.5,57.8,1
32.8,10.6,21.9,54.2,10.6,23.7,33.1,289,31.9,41.4,1
111,107,13.1,17.8,6.79,20.7,34.9,757,22.1,38.5,0
13.9,39.6,15.4,22.5,7.1,31.1,43.3,396,167,372,1
85.1,64.4,6.85,13.7,5.47,32.8,63.2,1981,18.4,44.9,0
68.5,63.8,26.2,23.3,3.79,5,8.51,547,41,52.8,1
16.5,8.2,20.4,115,19.5,4.14,16.1,453,17.3,21.9,0
12.9,15.4,23.7,14.9,3.82,62.6,127,3023,15.8,48.3,1
11.7,14.5,21.5,13.6,10.6,69.2,108,2054,22.3,29.2,0
13.7,37.5,18.6,23.9,7.3,63.8,108,638,16.8,17.9,0
22.7,11.8,22.1,23.3,9.39,107,274,3460,36.8,28.6,1
20,13.1,25.9,94.7,10.9,35.5,63.2,1155,24.8,45.3,0
13.2,13.3,8.82,24.6,25,2.57,15.7,449,55.2,66.1,1
9.39,19.1,53.3,105,35.5,66.7,118,1946,28.9,23.5,0
47,32.2,41,253,36.5,5.38,26.2,514,26.4,34.3,1
25.5,8.98,93.9,649,107,30.2,37.9,505,53.8,41.8,1
66.1,20.4,10.6,176,17,51.4,77.7,491,42.2,46.6,1
6.92,6.32,24.6,16.7,6.26,13.3,14.6,474,50.5,77,0
88.2,61.5,21.7,26.7,5.73,87.4,158,2788,19.5,50,1
14.7,21.9,1.18,5.78,11.2,7.77,13,552,32.5,55.2,1
9.91,21.7,19.8,18.9,7.1,33.4,50.9,533,42.9,44.9,1
52.3,30.8,15.1,68.5,1.96,96.5,132,422,8.74,30.5,0
46.6,31.9,1,1.01,9.06,2.57,27.9,478,35.9,52.8,0
98.2,56.2,12.4,200,18.6,38.9,60.4,784,20.7,38.5,1
16.3,9.39,25.7,11.9,1.91,150,225,2308,33.7,25.3,1
14.7,10.1,7.5,66.7,3.4,18.3,38.5,1055,43.3,67.3,0
